ID;Gebruiksfunctie;RegioS;Perioden;BeginstandVoorraad_1;Nieuwbouw_2;OverigeToevoeging_3;Sloop_4;OverigeOnttrekking_5;Correctie_6;SaldoVoorraad_7;EindstandVoorraad_8
106810;A045364;GM0070;2015JJ00;9488;7;16;1;9;0;13;9501
106827;A045364;GM0070;2016JJ00;9501;36;28;7;61;0;-4;9497
106844;A045364;GM0070;2017JJ00;9497;47;82;3;9;0;117;9614
106861;A045364;GM0070;2018JJ00;;;;;;;;
106878;A045364;GM0070;2019JJ00;;;;;;;;
106895;A045364;GM0070;2020JJ00;;;;;;;;
106920;A045364;GM1921;2012JJ00;;;;;;;;
106937;A045364;GM1921;2013JJ00;;;;;;;;
106954;A045364;GM1921;2014JJ00;22691;114;244;112;209;-4;33;22724
106971;A045364;GM1921;2015JJ00;22724;67;53;3;44;-2;71;22795
106988;A045364;GM1921;2016JJ00;;;;;;;;
107005;A045364;GM1921;2017JJ00;;;;;;;;
107022;A045364;GM1921;2018JJ00;;;;;;;;
107039;A045364;GM1921;2019JJ00;;;;;;;;
107056;A045364;GM1921;2020JJ00;;;;;;;;
107081;A045364;GM1940;2012JJ00;;;;;;;;
107098;A045364;GM1940;2013JJ00;;;;;;;;
107115;A045364;GM1940;2014JJ00;;;;;;;;
107132;A045364;GM1940;2015JJ00;22795;21;14;1;10;-1;23;22818
107149;A045364;GM1940;2016JJ00;22818;47;91;59;11;1;69;22887
107166;A045364;GM1940;2017JJ00;22887;132;75;6;6;4;199;23086
107183;A045364;GM1940;2018JJ00;23086;128;18;12;13;2;123;23209
107200;A045364;GM1940;2019JJ00;23209;107;21;6;4;20;138;23347
107217;A045364;GM1940;2020JJ00;23347;141;55;75;9;1;113;23460
107242;A045364;GM0653;2012JJ00;4791;13;5;2;314;0;-298;4493
107259;A045364;GM0653;2013JJ00;4493;51;5;0;78;12;-10;4483
107276;A045364;GM0653;2014JJ00;;;;;;;;
107293;A045364;GM0653;2015JJ00;;;;;;;;
107310;A045364;GM0653;2016JJ00;;;;;;;;
107327;A045364;GM0653;2017JJ00;;;;;;;;
107344;A045364;GM0653;2018JJ00;;;;;;;;
107361;A045364;GM0653;2019JJ00;;;;;;;;
107378;A045364;GM0653;2020JJ00;;;;;;;;
107403;A045364;GM0779;2012JJ00;9376;1;29;3;8;0;19;9395
107420;A045364;GM0779;2013JJ00;9395;84;68;3;2;0;147;9542
107437;A045364;GM0779;2014JJ00;9542;1;25;1;7;0;18;9560
107454;A045364;GM0779;2015JJ00;9560;7;7;16;6;1;-7;9553
107471;A045364;GM0779;2016JJ00;9553;32;10;2;0;1;41;9594
107488;A045364;GM0779;2017JJ00;9594;6;18;2;3;1;20;9614
107505;A045364;GM0779;2018JJ00;9614;18;19;8;5;0;24;9638
107522;A045364;GM0779;2019JJ00;9638;14;3;2;0;-14;1;9639
107539;A045364;GM0779;2020JJ00;9639;8;1;0;0;0;9;9648
107564;A045364;GM0236;2012JJ00;10371;27;8;6;29;-2;-2;10369
107581;A045364;GM0236;2013JJ00;10369;92;66;4;16;-3;135;10504
107598;A045364;GM0236;2014JJ00;10504;48;32;14;9;0;57;10561
107615;A045364;GM0236;2015JJ00;10561;48;28;2;6;1;69;10630
107632;A045364;GM0236;2016JJ00;10630;184;9;11;4;0;178;10808
107649;A045364;GM0236;2017JJ00;10808;126;14;5;3;0;132;10940
107666;A045364;GM0236;2018JJ00;10940;178;8;52;4;0;130;11070
107683;A045364;GM0236;2019JJ00;;;;;;;;
107700;A045364;GM0236;2020JJ00;;;;;;;;
107725;A045364;GM1771;2012JJ00;17105;57;6;2;10;1;52;17157
107742;A045364;GM1771;2013JJ00;17157;18;57;4;10;-1;60;17217
107759;A045364;GM1771;2014JJ00;17217;52;5;2;3;0;52;17269
107776;A045364;GM1771;2015JJ00;17269;36;6;3;4;1;36;17305
107793;A045364;GM1771;2016JJ00;17305;50;5;4;2;0;49;17354
107810;A045364;GM1771;2017JJ00;17354;75;6;5;3;2;75;17429
107827;A045364;GM1771;2018JJ00;17429;181;36;3;7;4;211;17640
107844;A045364;GM1771;2019JJ00;17640;97;17;2;8;2;106;17746
107861;A045364;GM1771;2020JJ00;17746;181;175;22;4;2;332;18078
107886;A045364;GM1652;2012JJ00;11772;90;205;15;9;-1;270;12042
107903;A045364;GM1652;2013JJ00;12042;157;33;6;17;15;182;12224
107920;A045364;GM1652;2014JJ00;12224;79;46;5;12;2;110;12334
107937;A045364;GM1652;2015JJ00;12334;112;19;13;6;5;117;12451
107954;A045364;GM1652;2016JJ00;12451;155;21;18;13;1;146;12597
107971;A045364;GM1652;2017JJ00;12597;89;37;22;18;0;86;12683
107988;A045364;GM1652;2018JJ00;12683;79;33;10;33;2;71;12754
108005;A045364;GM1652;2019JJ00;12754;189;30;18;322;2;-119;12635
108022;A045364;GM1652;2020JJ00;12635;100;29;54;61;0;14;12649
108047;A045364;GM0907;2012JJ00;7088;35;92;9;6;-1;111;7199
108064;A045364;GM0907;2013JJ00;7199;23;27;1;3;-9;37;7236
108081;A045364;GM0907;2014JJ00;7236;137;12;1;63;3;88;7324
108098;A045364;GM0907;2015JJ00;7324;2;46;0;95;0;-47;7277
108115;A045364;GM0907;2016JJ00;7277;25;58;3;7;11;84;7361
108132;A045364;GM0907;2017JJ00;7361;31;9;5;9;0;26;7387
108149;A045364;GM0907;2018JJ00;7387;26;8;5;8;0;21;7408
108166;A045364;GM0907;2019JJ00;7408;11;35;1;4;1;42;7450
108183;A045364;GM0907;2020JJ00;7450;38;6;2;2;0;40;7490
108208;A045364;GM0689;2012JJ00;5737;42;6;9;54;4;-11;5726
108225;A045364;GM0689;2013JJ00;5726;34;12;49;10;1;-12;5714
108242;A045364;GM0689;2014JJ00;5714;127;20;17;18;0;112;5827
108259;A045364;GM0689;2015JJ00;5827;38;23;4;14;14;57;5884
108276;A045364;GM0689;2016JJ00;5884;28;11;4;9;0;26;5910
108293;A045364;GM0689;2017JJ00;5910;19;7;2;6;-1;17;5927
108310;A045364;GM0689;2018JJ00;5927;7;3;6;4;1;1;5928
108327;A045364;GM0689;2019JJ00;;;;;;;;
108344;A045364;GM0689;2020JJ00;;;;;;;;
108369;A045364;GM0784;2012JJ00;10237;247;351;2;118;42;520;10757
108386;A045364;GM0784;2013JJ00;10757;238;87;3;16;4;310;11067
108403;A045364;GM0784;2014JJ00;11067;16;26;9;24;0;9;11076
108420;A045364;GM0784;2015JJ00;11076;74;2;5;10;1;62;11138
108437;A045364;GM0784;2016JJ00;11138;84;9;4;78;0;11;11149
108454;A045364;GM0784;2017JJ00;11149;53;6;0;8;-1;50;11199
108471;A045364;GM0784;2018JJ00;11199;83;10;9;16;3;71;11270
108488;A045364;GM0784;2019JJ00;11270;22;20;9;4;2;31;11301
108505;A045364;GM0784;2020JJ00;11301;79;21;3;6;0;91;11392
108530;A045364;GM0511;2012JJ00;4788;128;37;85;28;28;80;4868
108547;A045364;GM0511;2013JJ00;;;;;;;;
108564;A045364;GM0511;2014JJ00;;;;;;;;
108581;A045364;GM0511;2015JJ00;;;;;;;;
108598;A045364;GM0511;2016JJ00;;;;;;;;
108615;A045364;GM0511;2017JJ00;;;;;;;;
108632;A045364;GM0511;2018JJ00;;;;;;;;
108649;A045364;GM0511;2019JJ00;;;;;;;;
108666;A045364;GM0511;2020JJ00;;;;;;;;
108691;A045364;GM1924;2012JJ00;;;;;;;;
108708;A045364;GM1924;2013JJ00;20182;453;52;73;11;-29;392;20574
108725;A045364;GM1924;2014JJ00;20574;330;98;56;101;0;271;20845
108742;A045364;GM1924;2015JJ00;20845;101;52;28;54;-1;70;20915
108759;A045364;GM1924;2016JJ00;20915;197;28;49;4;2;174;21089
108776;A045364;GM1924;2017JJ00;21089;349;23;66;23;2;285;21374
108793;A045364;GM1924;2018JJ00;21374;263;14;44;9;-1;223;21597
108810;A045364;GM1924;2019JJ00;21597;269;16;22;5;0;258;21855
108827;A045364;GM1924;2020JJ00;21855;257;9;20;6;3;243;22098
108852;A045364;GM0664;2012JJ00;17321;183;23;189;24;96;89;17410
108869;A045364;GM0664;2013JJ00;17410;119;51;5;28;1;138;17548
108886;A045364;GM0664;2014JJ00;17548;81;81;7;19;0;136;17684
108903;A045364;GM0664;2015JJ00;17684;94;61;7;68;-16;64;17748
108920;A045364;GM0664;2016JJ00;17748;196;85;31;18;-41;191;17939
108937;A045364;GM0664;2017JJ00;17939;117;68;57;10;5;123;18062
108954;A045364;GM0664;2018JJ00;18062;193;11;8;6;-1;189;18251
108971;A045364;GM0664;2019JJ00;18251;292;39;15;19;5;302;18553
108988;A045364;GM0664;2020JJ00;18553;238;95;106;144;-3;80;18633
109013;A045364;GM0785;2012JJ00;9703;102;31;0;19;-25;89;9792
109030;A045364;GM0785;2013JJ00;9792;3;35;6;7;26;51;9843
109047;A045364;GM0785;2014JJ00;9843;16;22;2;23;3;16;9859
109064;A045364;GM0785;2015JJ00;9859;60;10;1;14;-8;47;9906
109081;A045364;GM0785;2016JJ00;9906;21;35;3;4;6;55;9961
109098;A045364;GM0785;2017JJ00;9961;179;7;7;5;1;175;10136
109115;A045364;GM0785;2018JJ00;10136;104;56;3;3;1;155;10291
109132;A045364;GM0785;2019JJ00;10291;66;16;3;7;0;72;10363
109149;A045364;GM0785;2020JJ00;10363;64;6;7;3;0;60;10423
109174;A045364;GM1942;2012JJ00;;;;;;;;
109191;A045364;GM1942;2013JJ00;;;;;;;;
109208;A045364;GM1942;2014JJ00;;;;;;;;
109225;A045364;GM1942;2015JJ00;;;;;;;;
109242;A045364;GM1942;2016JJ00;26137;109;56;16;31;-2;116;26249
109259;A045364;GM1942;2017JJ00;26249;68;110;51;36;2;93;26342
109276;A045364;GM1942;2018JJ00;26342;141;71;5;29;-12;166;26508
109293;A045364;GM1942;2019JJ00;26508;137;83;3;32;-14;171;26679
109310;A045364;GM1942;2020JJ00;26679;175;59;5;34;22;217;26896
109335;A045364;GM0512;2012JJ00;15569;3;129;49;43;13;53;15622
109352;A045364;GM0512;2013JJ00;15622;376;234;101;113;1;397;16019
109369;A045364;GM0512;2014JJ00;16019;18;45;24;60;-18;-39;15980
109386;A045364;GM0512;2015JJ00;15980;188;60;117;22;3;112;16092
109403;A045364;GM0512;2016JJ00;16092;240;14;39;10;3;208;16300
109420;A045364;GM0512;2017JJ00;16300;71;53;15;8;-9;92;16392
109437;A045364;GM0512;2018JJ00;16392;140;96;3;27;1;207;16599
109454;A045364;GM0512;2019JJ00;16599;444;158;8;11;28;611;17210
109471;A045364;GM0512;2020JJ00;17210;129;51;1;106;5;78;17288
109496;A045364;GM0513;2012JJ00;30704;133;252;35;14;27;363;31067
109513;A045364;GM0513;2013JJ00;31067;403;270;171;18;-9;475;31542
109530;A045364;GM0513;2014JJ00;31542;170;61;77;7;5;152;31694
109547;A045364;GM0513;2015JJ00;31694;174;48;14;35;1;174;31868
109564;A045364;GM0513;2016JJ00;31868;267;88;75;13;-4;263;32131
109581;A045364;GM0513;2017JJ00;32131;507;171;4;46;-1;627;32758
109598;A045364;GM0513;2018JJ00;32758;271;195;6;43;-1;416;33174
109615;A045364;GM0513;2019JJ00;33174;133;220;54;36;2;265;33439
109632;A045364;GM0513;2020JJ00;33439;258;193;76;95;6;286;33725
109657;A045364;GM0693;2012JJ00;3519;70;4;2;4;1;69;3588
109674;A045364;GM0693;2013JJ00;;;;;;;;
109691;A045364;GM0693;2014JJ00;;;;;;;;
109708;A045364;GM0693;2015JJ00;;;;;;;;
109725;A045364;GM0693;2016JJ00;;;;;;;;
109742;A045364;GM0693;2017JJ00;;;;;;;;
109759;A045364;GM0693;2018JJ00;;;;;;;;
109776;A045364;GM0693;2019JJ00;;;;;;;;
109793;A045364;GM0693;2020JJ00;;;;;;;;
109818;A045364;GM0365;2012JJ00;2572;3;13;2;1;0;13;2585
109835;A045364;GM0365;2013JJ00;2585;6;0;0;1;1;6;2591
109852;A045364;GM0365;2014JJ00;2591;2;2;2;0;0;2;2593
109869;A045364;GM0365;2015JJ00;;;;;;;;
109886;A045364;GM0365;2016JJ00;;;;;;;;
109903;A045364;GM0365;2017JJ00;;;;;;;;
109920;A045364;GM0365;2018JJ00;;;;;;;;
109937;A045364;GM0365;2019JJ00;;;;;;;;
109954;A045364;GM0365;2020JJ00;;;;;;;;
109979;A045364;GM0786;2012JJ00;5083;1;6;0;1;0;6;5089
109996;A045364;GM0786;2013JJ00;5089;48;9;1;3;0;53;5142
110013;A045364;GM0786;2014JJ00;5142;147;9;0;4;0;152;5294
110030;A045364;GM0786;2015JJ00;5294;1;18;4;5;0;10;5304
110047;A045364;GM0786;2016JJ00;5304;1;2;0;1;-1;1;5305
110064;A045364;GM0786;2017JJ00;5305;106;12;2;2;0;114;5419
110081;A045364;GM0786;2018JJ00;5419;21;22;3;12;-1;27;5446
110098;A045364;GM0786;2019JJ00;5446;13;11;3;2;0;19;5465
110115;A045364;GM0786;2020JJ00;5465;17;17;0;7;0;27;5492
110140;A045364;GM0518;2012JJ00;241378;984;2719;43;999;843;3504;244882
110157;A045364;GM0518;2013JJ00;244882;1975;4499;73;1287;-2;5112;249994
110174;A045364;GM0518;2014JJ00;249994;84;2254;170;905;117;1380;251374
110191;A045364;GM0518;2015JJ00;251374;1028;1479;123;660;112;1836;253210
110208;A045364;GM0518;2016JJ00;253210;1429;1489;221;855;51;1893;255103
110225;A045364;GM0518;2017JJ00;255103;2385;1659;421;1161;-871;1591;256694
110242;A045364;GM0518;2018JJ00;256694;1348;1481;64;482;287;2570;259264
110259;A045364;GM0518;2019JJ00;259264;1605;1564;98;464;621;3228;262492
110276;A045364;GM0518;2020JJ00;262492;2820;1352;298;355;-52;3467;265959
110301;A045364;GM0241;2012JJ00;7655;302;104;18;54;171;505;8160
110318;A045364;GM0241;2013JJ00;8160;60;36;61;90;13;-42;8118
110335;A045364;GM0241;2014JJ00;8118;165;13;62;39;2;79;8197
110352;A045364;GM0241;2015JJ00;15093;204;35;41;9;0;189;15282
110369;A045364;GM0241;2016JJ00;;;;;;;;
110386;A045364;GM0241;2017JJ00;;;;;;;;
110403;A045364;GM0241;2018JJ00;;;;;;;;
110420;A045364;GM0241;2019JJ00;;;;;;;;
110437;A045364;GM0241;2020JJ00;;;;;;;;
110462;A045364;GM0014;2012JJ00;93324;149;1226;34;183;809;1967;95291
110479;A045364;GM0014;2013JJ00;95291;894;926;180;110;210;1740;97031
110496;A045364;GM0014;2014JJ00;97031;557;1348;60;967;-4;874;97905
110513;A045364;GM0014;2015JJ00;97905;791;887;25;298;-10;1345;99250
110530;A045364;GM0014;2016JJ00;99250;899;995;89;233;6;1578;100828
110547;A045364;GM0014;2017JJ00;101169;978;1517;87;2639;8;-223;100946
110564;A045364;GM0014;2018JJ00;100946;1035;1150;201;370;2;1616;102562
110581;A045364;GM0014;2019JJ00;114733;1735;690;270;437;-6;1712;116445
110598;A045364;GM0014;2020JJ00;116445;2014;856;167;219;-7;2477;118922
110623;A045364;GM0015;2012JJ00;4699;74;27;7;10;42;126;4825
110640;A045364;GM0015;2013JJ00;4825;11;32;4;9;2;32;4857
110657;A045364;GM0015;2014JJ00;4857;80;15;0;14;0;81;4938
110674;A045364;GM0015;2015JJ00;4938;16;16;16;8;0;8;4946
110691;A045364;GM0015;2016JJ00;4946;25;18;1;6;0;36;4982
110708;A045364;GM0015;2017JJ00;4982;35;7;14;3;0;25;5007
110725;A045364;GM0015;2018JJ00;5007;43;24;21;9;1;38;5045
110742;A045364;GM0015;2019JJ00;;;;;;;;
110759;A045364;GM0015;2020JJ00;;;;;;;;
110784;A045364;GM1729;2012JJ00;6362;108;153;1;7;21;274;6636
110801;A045364;GM1729;2013JJ00;6636;43;172;0;33;0;182;6818
110818;A045364;GM1729;2014JJ00;6818;9;47;0;36;2;22;6840
110835;A045364;GM1729;2015JJ00;6840;9;30;3;89;2;-51;6789
110852;A045364;GM1729;2016JJ00;6789;1;20;1;18;0;2;6791
110869;A045364;GM1729;2017JJ00;6791;27;29;0;65;2;-7;6784
110886;A045364;GM1729;2018JJ00;6784;19;37;5;16;2;37;6821
110903;A045364;GM1729;2019JJ00;6821;22;41;3;16;2;46;6867
110920;A045364;GM1729;2020JJ00;6867;15;19;9;13;1;13;6880
110945;A045364;GM0158;2012JJ00;9790;68;39;1;1;9;114;9904
110962;A045364;GM0158;2013JJ00;9904;41;157;22;11;3;168;10072
110979;A045364;GM0158;2014JJ00;10072;68;8;22;1;8;61;10134
110996;A045364;GM0158;2015JJ00;10134;25;13;6;4;0;28;10162
111013;A045364;GM0158;2016JJ00;10162;60;13;31;12;3;33;10195
111030;A045364;GM0158;2017JJ00;10195;93;54;10;18;1;120;10315
111047;A045364;GM0158;2018JJ00;10315;94;28;6;21;0;95;10410
111064;A045364;GM0158;2019JJ00;10410;82;35;4;25;-1;87;10497
111081;A045364;GM0158;2020JJ00;10497;69;29;9;14;-1;74;10571
111106;A045364;GM0788;2012JJ00;5121;79;24;9;3;51;142;5263
111123;A045364;GM0788;2013JJ00;5263;33;25;4;2;0;52;5315
111140;A045364;GM0788;2014JJ00;5315;34;10;41;2;1;2;5317
111157;A045364;GM0788;2015JJ00;5317;141;33;4;55;-3;112;5429
111174;A045364;GM0788;2016JJ00;5429;98;6;3;4;-1;96;5525
111191;A045364;GM0788;2017JJ00;5525;281;26;15;15;3;280;5805
111208;A045364;GM0788;2018JJ00;5805;101;23;10;14;-1;99;5904
111225;A045364;GM0788;2019JJ00;5904;48;13;4;5;1;53;5957
111242;A045364;GM0788;2020JJ00;5957;39;20;0;13;0;46;6003
111267;A045364;GM0392;2012JJ00;71173;224;228;222;83;405;552;71725
111284;A045364;GM0392;2013JJ00;71725;472;321;90;116;44;631;72356
111301;A045364;GM0392;2014JJ00;72356;559;549;60;176;2;874;73230
111318;A045364;GM0392;2015JJ00;73230;127;705;138;251;1;444;73674
111335;A045364;GM0392;2016JJ00;73674;167;432;84;157;5;363;74037
111352;A045364;GM0392;2017JJ00;74037;679;512;224;209;1;759;74796
111369;A045364;GM0392;2018JJ00;74796;526;502;50;144;3;837;75633
111386;A045364;GM0392;2019JJ00;75632;392;644;74;162;4;804;76436
111403;A045364;GM0392;2020JJ00;76436;590;364;53;136;0;765;77201
111428;A045364;GM0393;2012JJ00;2200;49;3;1;4;0;47;2247
111445;A045364;GM0393;2013JJ00;2247;19;5;5;2;0;17;2264
111462;A045364;GM0393;2014JJ00;2264;13;2;1;2;0;12;2276
111479;A045364;GM0393;2015JJ00;2276;0;15;2;8;0;5;2281
111496;A045364;GM0393;2016JJ00;2281;37;1;3;4;0;31;2312
111513;A045364;GM0393;2017JJ00;2312;47;3;2;3;0;45;2357
111530;A045364;GM0393;2018JJ00;2357;57;2;1;5;0;53;2410
111547;A045364;GM0393;2019JJ00;;;;;;;;
111564;A045364;GM0393;2020JJ00;;;;;;;;
111589;A045364;GM0394;2012JJ00;58757;193;71;46;51;1;168;58925
111606;A045364;GM0394;2013JJ00;58925;201;139;17;29;-5;289;59214
111623;A045364;GM0394;2014JJ00;59214;140;201;168;96;1;78;59292
111640;A045364;GM0394;2015JJ00;59292;255;198;7;37;-2;407;59699
111657;A045364;GM0394;2016JJ00;59699;420;62;64;38;6;386;60085
111674;A045364;GM0394;2017JJ00;60085;496;103;11;53;2;537;60622
111691;A045364;GM0394;2018JJ00;60622;417;143;31;51;1;479;61101
111708;A045364;GM0394;2019JJ00;63511;704;63;61;21;-1;684;64195
111725;A045364;GM0394;2020JJ00;64195;1025;51;37;22;2;1019;65214
111750;A045364;GM1655;2012JJ00;12664;24;252;1;8;103;370;13034
111767;A045364;GM1655;2013JJ00;13034;75;34;4;206;0;-101;12933
111784;A045364;GM1655;2014JJ00;12933;84;6;6;7;-19;58;12991
111801;A045364;GM1655;2015JJ00;12991;41;44;8;41;0;36;13027
111818;A045364;GM1655;2016JJ00;13027;30;7;3;1;0;33;13060
111835;A045364;GM1655;2017JJ00;13060;34;6;1;7;1;33;13093
111852;A045364;GM1655;2018JJ00;13093;188;40;1;11;1;217;13310
111869;A045364;GM1655;2019JJ00;13310;83;12;3;2;-1;89;13399
111886;A045364;GM1655;2020JJ00;13399;104;10;18;9;2;89;13488
111911;A045364;GM0160;2012JJ00;23260;111;58;17;35;19;136;23396
111928;A045364;GM0160;2013JJ00;23396;141;36;16;25;22;158;23554
111945;A045364;GM0160;2014JJ00;23554;124;20;23;16;2;107;23662
111962;A045364;GM0160;2015JJ00;23662;195;35;16;10;-2;202;23864
111979;A045364;GM0160;2016JJ00;23864;238;55;24;18;-2;249;24113
111996;A045364;GM0160;2017JJ00;24113;216;70;28;17;-38;203;24316
112013;A045364;GM0160;2018JJ00;24316;173;110;16;46;-24;197;24513
112030;A045364;GM0160;2019JJ00;24513;238;66;10;47;50;297;24810
112047;A045364;GM0160;2020JJ00;24810;358;30;15;14;8;367;25177
112072;A045364;GM0243;2012JJ00;18433;45;43;33;18;47;84;18517
112089;A045364;GM0243;2013JJ00;18517;45;25;5;21;1;45;18562
112106;A045364;GM0243;2014JJ00;18562;64;113;0;27;0;150;18712
112123;A045364;GM0243;2015JJ00;18712;125;55;3;17;1;161;18873
112140;A045364;GM0243;2016JJ00;18873;202;142;2;30;0;312;19185
112157;A045364;GM0243;2017JJ00;19185;75;49;0;20;0;104;19289
112174;A045364;GM0243;2018JJ00;19289;192;47;4;41;-33;161;19450
112191;A045364;GM0243;2019JJ00;19450;441;48;5;16;24;492;19942
112208;A045364;GM0243;2020JJ00;19942;425;338;14;23;9;735;20677
112233;A045364;GM0523;2012JJ00;7012;20;22;6;3;2;35;7047
112250;A045364;GM0523;2013JJ00;7047;15;7;6;7;2;11;7058
112267;A045364;GM0523;2014JJ00;7058;20;5;7;1;-1;16;7073
112284;A045364;GM0523;2015JJ00;7073;54;28;20;5;0;57;7130
112301;A045364;GM0523;2016JJ00;7130;98;15;22;10;0;81;7211
112318;A045364;GM0523;2017JJ00;7211;47;11;19;3;0;36;7247
112335;A045364;GM0523;2018JJ00;7247;107;6;47;1;0;65;7312
112352;A045364;GM0523;2019JJ00;7312;139;4;3;1;-1;138;7451
112369;A045364;GM0523;2020JJ00;7451;40;34;4;7;0;63;7514
112394;A045364;GM0017;2012JJ00;8497;23;25;9;3;-2;34;8531
112411;A045364;GM0017;2013JJ00;8531;20;98;0;8;-13;97;8628
112428;A045364;GM0017;2014JJ00;8628;21;10;35;5;-4;-13;8615
112445;A045364;GM0017;2015JJ00;8615;5;18;22;5;1;-3;8612
112462;A045364;GM0017;2016JJ00;8612;124;12;5;5;0;126;8738
112479;A045364;GM0017;2017JJ00;8738;183;11;2;4;-1;187;8925
112496;A045364;GM0017;2018JJ00;8925;140;60;0;6;1;195;9120
112513;A045364;GM0017;2019JJ00;;;;;;;;
112530;A045364;GM0017;2020JJ00;;;;;;;;
112555;A045364;GM0395;2012JJ00;6246;12;10;1;1;5;25;6271
112572;A045364;GM0395;2013JJ00;;;;;;;;
112589;A045364;GM0395;2014JJ00;;;;;;;;
112606;A045364;GM0395;2015JJ00;;;;;;;;
112623;A045364;GM0395;2016JJ00;;;;;;;;
112640;A045364;GM0395;2017JJ00;;;;;;;;
112657;A045364;GM0395;2018JJ00;;;;;;;;
112674;A045364;GM0395;2019JJ00;;;;;;;;
112691;A045364;GM0395;2020JJ00;;;;;;;;
112716;A045364;GM0072;2012JJ00;7371;5;17;0;7;4;19;7390
112733;A045364;GM0072;2013JJ00;7390;18;15;2;7;11;35;7425
112750;A045364;GM0072;2014JJ00;7425;45;14;0;8;1;52;7477
112767;A045364;GM0072;2015JJ00;7477;48;10;0;2;0;56;7533
112784;A045364;GM0072;2016JJ00;7533;10;17;0;0;1;28;7561
112801;A045364;GM0072;2017JJ00;7561;38;29;0;8;1;60;7621
112818;A045364;GM0072;2018JJ00;7621;54;31;18;59;-2;6;7627
112835;A045364;GM0072;2019JJ00;7627;161;40;24;10;4;171;7798
112852;A045364;GM0072;2020JJ00;7798;120;24;30;4;1;111;7909
112877;A045364;GM0244;2012JJ00;5035;90;15;6;5;-1;93;5128
112894;A045364;GM0244;2013JJ00;5128;16;32;37;89;2;-76;5052
112911;A045364;GM0244;2014JJ00;5052;52;66;3;9;2;108;5160
112928;A045364;GM0244;2015JJ00;5160;86;8;9;4;-1;80;5240
112945;A045364;GM0244;2016JJ00;5240;66;7;3;40;0;30;5270
112962;A045364;GM0244;2017JJ00;5270;17;7;5;6;1;14;5284
112979;A045364;GM0244;2018JJ00;5284;30;6;41;2;0;-7;5277
112996;A045364;GM0244;2019JJ00;5277;21;17;10;6;-1;21;5298
113013;A045364;GM0244;2020JJ00;5298;18;9;3;4;-56;-36;5262
113038;A045364;GM0396;2012JJ00;17035;1;25;0;52;1;-25;17012
113055;A045364;GM0396;2013JJ00;17012;102;184;0;24;-2;260;17273
113072;A045364;GM0396;2014JJ00;17273;55;123;72;18;0;88;17361
113089;A045364;GM0396;2015JJ00;17361;99;47;1;50;1;96;17457
113106;A045364;GM0396;2016JJ00;17457;26;42;3;9;0;56;17513
113123;A045364;GM0396;2017JJ00;17513;12;14;3;101;4;-74;17439
113140;A045364;GM0396;2018JJ00;17439;40;31;1;7;-1;62;17501
113157;A045364;GM0396;2019JJ00;17501;165;20;99;5;-4;77;17578
113174;A045364;GM0396;2020JJ00;17578;63;22;50;6;0;29;17607
113199;A045364;GM0397;2012JJ00;11751;48;20;2;3;-1;62;11813
113216;A045364;GM0397;2013JJ00;11813;117;321;0;5;1;434;12247
113233;A045364;GM0397;2014JJ00;12247;44;36;2;4;0;74;12321
113250;A045364;GM0397;2015JJ00;12321;178;44;17;5;-1;199;12520
113267;A045364;GM0397;2016JJ00;12520;12;11;1;31;0;-9;12511
113284;A045364;GM0397;2017JJ00;12511;46;14;4;4;-2;50;12561
113301;A045364;GM0397;2018JJ00;12561;10;15;0;1;2;26;12587
113318;A045364;GM0397;2019JJ00;12587;34;19;5;7;0;41;12628
113335;A045364;GM0397;2020JJ00;12628;194;7;1;12;1;189;12817
113360;A045364;GM0246;2012JJ00;7402;172;15;14;7;12;178;7580
113377;A045364;GM0246;2013JJ00;7580;28;169;14;6;-1;176;7756
113394;A045364;GM0246;2014JJ00;7756;53;10;19;17;-1;26;7782
113411;A045364;GM0246;2015JJ00;7782;28;7;6;9;1;21;7803
113428;A045364;GM0246;2016JJ00;7803;32;11;13;23;0;7;7810
113445;A045364;GM0246;2017JJ00;7810;16;7;13;5;0;5;7815
113462;A045364;GM0246;2018JJ00;7815;79;13;16;3;0;73;7888
113479;A045364;GM0246;2019JJ00;7888;64;40;32;33;-3;36;7924
113496;A045364;GM0246;2020JJ00;7924;95;12;8;10;4;93;8017
113521;A045364;GM0074;2012JJ00;19712;90;44;147;97;107;-3;19709
113538;A045364;GM0074;2013JJ00;19709;161;424;60;116;13;422;20131
113555;A045364;GM0074;2014JJ00;22974;152;102;37;60;3;160;23134
113572;A045364;GM0074;2015JJ00;23134;102;35;6;35;-1;95;23230
113589;A045364;GM0074;2016JJ00;23230;103;39;50;76;4;20;23250
113606;A045364;GM0074;2017JJ00;23250;171;66;91;34;5;117;23367
113623;A045364;GM0074;2018JJ00;23367;218;30;76;10;3;165;23532
113640;A045364;GM0074;2019JJ00;23532;279;40;288;36;1;-4;23528
113657;A045364;GM0074;2020JJ00;23528;288;18;40;17;-10;239;23767
113682;A045364;GM0398;2012JJ00;21273;280;28;92;14;18;220;21493
113699;A045364;GM0398;2013JJ00;21493;278;207;21;6;8;466;21959
113716;A045364;GM0398;2014JJ00;21959;221;46;6;6;2;257;22216
113733;A045364;GM0398;2015JJ00;22216;98;11;6;8;0;95;22311
113750;A045364;GM0398;2016JJ00;22311;435;4;5;4;2;432;22743
113767;A045364;GM0398;2017JJ00;22743;411;68;4;7;5;473;23216
