ID;Gebruiksfunctie;RegioS;Perioden;BeginstandVoorraad_1;Nieuwbouw_2;OverigeToevoeging_3;Sloop_4;OverigeOnttrekking_5;Correctie_6;SaldoVoorraad_7;EindstandVoorraad_8
95540;A045364;GM0209;2015JJ00;10581;92;1;5;3;1;86;10667
95557;A045364;GM0209;2016JJ00;10667;159;10;4;3;0;162;10829
95574;A045364;GM0209;2017JJ00;10829;211;5;2;0;0;214;11043
95591;A045364;GM0209;2018JJ00;11043;46;5;2;4;2;47;11090
95608;A045364;GM0209;2019JJ00;11090;43;14;7;2;-1;47;11137
95625;A045364;GM0209;2020JJ00;11137;103;30;6;3;1;125;11262
95650;A045364;GM0375;2012JJ00;18325;136;41;8;10;-1;158;18483
95667;A045364;GM0375;2013JJ00;18483;156;338;233;13;5;253;18736
95684;A045364;GM0375;2014JJ00;18736;83;123;4;180;2;24;18760
95701;A045364;GM0375;2015JJ00;18760;56;68;33;5;0;86;18846
95718;A045364;GM0375;2016JJ00;18846;312;9;57;4;0;260;19106
95735;A045364;GM0375;2017JJ00;19106;71;27;3;12;0;83;19189
95752;A045364;GM0375;2018JJ00;19189;107;143;151;9;1;91;19280
95769;A045364;GM0375;2019JJ00;19280;162;29;62;6;0;123;19403
95786;A045364;GM0375;2020JJ00;19403;81;39;2;10;0;108;19511
95811;A045364;GM0063;2012JJ00;4539;0;0;0;0;-43;-43;4496
95828;A045364;GM0063;2013JJ00;4496;3;70;13;4;7;63;4559
95845;A045364;GM0063;2014JJ00;4559;52;133;74;5;1;107;4666
95862;A045364;GM0063;2015JJ00;4666;13;25;8;2;2;30;4696
95879;A045364;GM0063;2016JJ00;4696;21;14;7;27;0;1;4697
95896;A045364;GM0063;2017JJ00;4697;8;8;0;7;0;9;4706
95913;A045364;GM0063;2018JJ00;;;;;;;;
95930;A045364;GM0063;2019JJ00;;;;;;;;
95947;A045364;GM0063;2020JJ00;;;;;;;;
95972;A045364;GM0310;2012JJ00;19274;20;259;58;113;-19;89;19363
95989;A045364;GM0310;2013JJ00;19363;70;56;21;275;2;-168;19195
96006;A045364;GM0310;2014JJ00;19195;50;15;4;34;-2;25;19220
96023;A045364;GM0310;2015JJ00;19220;41;23;11;15;2;40;19260
96040;A045364;GM0310;2016JJ00;19260;99;23;5;3;1;115;19375
96057;A045364;GM0310;2017JJ00;19375;11;17;11;4;24;37;19412
96074;A045364;GM0310;2018JJ00;19412;119;23;5;5;0;132;19544
96091;A045364;GM0310;2019JJ00;19544;28;22;12;5;0;33;19577
96108;A045364;GM0310;2020JJ00;19577;130;39;4;6;2;161;19738
96133;A045364;GM0585;2012JJ00;12428;70;7;9;5;-14;49;12477
96150;A045364;GM0585;2013JJ00;12477;127;5;39;5;0;88;12565
96167;A045364;GM0585;2014JJ00;12565;66;5;107;2;0;-38;12527
96184;A045364;GM0585;2015JJ00;12527;126;8;50;4;1;81;12608
96201;A045364;GM0585;2016JJ00;12608;124;11;20;5;4;114;12722
96218;A045364;GM0585;2017JJ00;12722;116;7;34;2;0;87;12809
96235;A045364;GM0585;2018JJ00;12809;68;16;18;7;0;59;12868
96252;A045364;GM0585;2019JJ00;;;;;;;;
96269;A045364;GM0585;2020JJ00;;;;;;;;
96294;A045364;GM1728;2012JJ00;8061;49;21;36;19;0;15;8076
96311;A045364;GM1728;2013JJ00;8076;170;70;5;11;2;226;8302
96328;A045364;GM1728;2014JJ00;8302;49;5;7;3;0;44;8346
96345;A045364;GM1728;2015JJ00;8346;71;26;6;8;-12;71;8417
96362;A045364;GM1728;2016JJ00;8417;58;12;4;7;10;69;8486
96379;A045364;GM1728;2017JJ00;8486;60;16;7;3;0;66;8552
96396;A045364;GM1728;2018JJ00;8552;68;10;8;5;1;66;8618
96413;A045364;GM1728;2019JJ00;8618;137;3;9;3;0;128;8746
96430;A045364;GM1728;2020JJ00;8746;74;33;5;7;0;95;8841
96455;A045364;GM0376;2012JJ00;3888;66;125;9;6;14;190;4078
96472;A045364;GM0376;2013JJ00;4078;35;31;13;6;25;72;4151
96489;A045364;GM0376;2014JJ00;4151;133;7;6;14;-2;118;4272
96506;A045364;GM0376;2015JJ00;4272;104;2;4;8;-3;91;4363
96523;A045364;GM0376;2016JJ00;4363;279;8;9;2;0;276;4639
96540;A045364;GM0376;2017JJ00;4639;228;4;3;18;14;225;4865
96557;A045364;GM0376;2018JJ00;4865;84;4;1;12;1;76;4941
96574;A045364;GM0376;2019JJ00;4941;110;33;7;2;0;134;5075
96591;A045364;GM0376;2020JJ00;5075;107;8;10;6;0;99;5175
96616;A045364;GM0377;2012JJ00;9439;45;37;2;8;2;74;9513
96633;A045364;GM0377;2013JJ00;9513;14;51;3;11;1;52;9565
96650;A045364;GM0377;2014JJ00;9565;46;27;6;11;-2;54;9619
96667;A045364;GM0377;2015JJ00;9619;18;27;3;10;2;34;9653
96684;A045364;GM0377;2016JJ00;9653;73;12;6;5;0;74;9727
96701;A045364;GM0377;2017JJ00;9727;136;42;5;6;0;167;9894
96718;A045364;GM0377;2018JJ00;9894;81;26;5;3;-1;98;9992
96735;A045364;GM0377;2019JJ00;9992;46;18;18;4;0;42;10034
96752;A045364;GM0377;2020JJ00;10034;121;14;1;4;2;132;10166
96777;A045364;GM0055;2012JJ00;8376;60;1;6;1;25;79;8455
96794;A045364;GM0055;2013JJ00;8455;20;88;1;6;2;103;8558
96811;A045364;GM0055;2014JJ00;;;;;;;;
96828;A045364;GM0055;2015JJ00;;;;;;;;
96845;A045364;GM0055;2016JJ00;;;;;;;;
96862;A045364;GM0055;2017JJ00;;;;;;;;
96879;A045364;GM0055;2018JJ00;;;;;;;;
96896;A045364;GM0055;2019JJ00;;;;;;;;
96913;A045364;GM0055;2020JJ00;;;;;;;;
96938;A045364;GM1901;2012JJ00;13441;82;162;29;26;69;258;13699
96955;A045364;GM1901;2013JJ00;13699;117;33;89;52;7;16;13715
96972;A045364;GM1901;2014JJ00;13715;158;16;32;28;-5;109;13824
96989;A045364;GM1901;2015JJ00;13824;185;22;5;18;0;184;14008
97006;A045364;GM1901;2016JJ00;14008;102;35;7;48;0;82;14090
97023;A045364;GM1901;2017JJ00;14090;173;27;17;14;1;170;14260
97040;A045364;GM1901;2018JJ00;14260;289;26;1;212;-2;100;14360
97057;A045364;GM1901;2019JJ00;14360;140;32;9;25;1;139;14499
97074;A045364;GM1901;2020JJ00;14499;176;35;8;26;0;177;14676
97099;A045364;GM0755;2012JJ00;3670;84;58;2;6;3;137;3807
97116;A045364;GM0755;2013JJ00;3807;16;73;3;12;1;75;3882
97133;A045364;GM0755;2014JJ00;3882;10;4;6;1;1;8;3890
97150;A045364;GM0755;2015JJ00;3890;86;14;1;3;-11;85;3975
97167;A045364;GM0755;2016JJ00;3975;73;2;8;2;-6;59;4034
97184;A045364;GM0755;2017JJ00;4034;51;4;4;3;0;48;4082
97201;A045364;GM0755;2018JJ00;4082;90;5;6;4;1;86;4168
97218;A045364;GM0755;2019JJ00;4168;75;9;7;2;5;80;4248
97235;A045364;GM0755;2020JJ00;4248;150;8;7;1;-1;149;4397
97260;A045364;GM0009;2012JJ00;2959;3;5;2;1;0;5;2964
97277;A045364;GM0009;2013JJ00;2964;5;67;19;0;0;53;3017
97294;A045364;GM0009;2014JJ00;3017;19;0;2;1;0;16;3033
97311;A045364;GM0009;2015JJ00;3033;0;0;10;6;0;-16;3017
97328;A045364;GM0009;2016JJ00;3017;23;6;0;1;0;28;3045
97345;A045364;GM0009;2017JJ00;3045;9;0;2;0;0;7;3052
97362;A045364;GM0009;2018JJ00;3052;0;1;0;2;0;-1;3051
97379;A045364;GM0009;2019JJ00;;;;;;;;
97396;A045364;GM0009;2020JJ00;;;;;;;;
97421;A045364;GM1681;2012JJ00;11644;17;8;53;3;6;-25;11619
97438;A045364;GM1681;2013JJ00;11619;16;101;31;1;6;91;11710
97455;A045364;GM1681;2014JJ00;11710;38;25;34;5;0;24;11734
97472;A045364;GM1681;2015JJ00;11734;38;10;60;7;-1;-20;11714
97489;A045364;GM1681;2016JJ00;11714;2;20;160;0;-4;-142;11572
97506;A045364;GM1681;2017JJ00;11572;33;65;36;27;1;36;11608
97523;A045364;GM1681;2018JJ00;11608;47;38;23;23;-2;37;11645
97540;A045364;GM1681;2019JJ00;11645;65;26;56;309;3;-271;11374
97557;A045364;GM1681;2020JJ00;11374;46;67;14;257;8;-150;11224
97582;A045364;GM0147;2012JJ00;8951;90;81;26;15;-3;127;9078
97599;A045364;GM0147;2013JJ00;9078;55;45;1;16;-6;77;9155
97616;A045364;GM0147;2014JJ00;9155;69;11;0;9;5;76;9231
97633;A045364;GM0147;2015JJ00;9231;93;4;1;11;0;85;9316
97650;A045364;GM0147;2016JJ00;9316;202;26;0;7;0;221;9537
97667;A045364;GM0147;2017JJ00;9537;195;22;0;6;0;211;9748
97684;A045364;GM0147;2018JJ00;9748;64;10;0;5;0;69;9817
97701;A045364;GM0147;2019JJ00;9817;132;10;0;5;0;137;9954
97718;A045364;GM0147;2020JJ00;9954;132;21;0;3;1;151;10105
97743;A045364;GM0654;2012JJ00;9543;127;20;29;25;5;98;9641
97760;A045364;GM0654;2013JJ00;9641;38;85;0;45;0;78;9719
97777;A045364;GM0654;2014JJ00;9719;19;11;13;79;0;-62;9657
97794;A045364;GM0654;2015JJ00;9657;93;11;63;11;0;30;9687
97811;A045364;GM0654;2016JJ00;9687;75;14;11;30;0;48;9735
97828;A045364;GM0654;2017JJ00;9735;59;21;14;21;1;46;9781
97845;A045364;GM0654;2018JJ00;9781;21;6;5;18;0;4;9785
97862;A045364;GM0654;2019JJ00;9785;42;9;13;2;0;36;9821
97879;A045364;GM0654;2020JJ00;9821;74;7;36;16;0;29;9850
97904;A045364;GM0499;2012JJ00;6168;110;19;5;1;-15;108;6276
97921;A045364;GM0499;2013JJ00;6276;51;43;6;36;0;52;6328
97938;A045364;GM0499;2014JJ00;;;;;;;;
97955;A045364;GM0499;2015JJ00;;;;;;;;
97972;A045364;GM0499;2016JJ00;;;;;;;;
97989;A045364;GM0499;2017JJ00;;;;;;;;
98006;A045364;GM0499;2018JJ00;;;;;;;;
98023;A045364;GM0499;2019JJ00;;;;;;;;
98040;A045364;GM0499;2020JJ00;;;;;;;;
98065;A045364;GM0756;2012JJ00;11441;51;38;7;8;13;87;11528
98082;A045364;GM0756;2013JJ00;11528;265;23;25;19;2;246;11774
98099;A045364;GM0756;2014JJ00;11774;58;53;53;46;-2;10;11784
98116;A045364;GM0756;2015JJ00;11784;120;31;11;34;6;112;11896
98133;A045364;GM0756;2016JJ00;11896;147;22;18;3;0;148;12044
98150;A045364;GM0756;2017JJ00;12044;146;36;13;9;2;162;12206
98167;A045364;GM0756;2018JJ00;12206;214;18;7;5;1;221;12427
98184;A045364;GM0756;2019JJ00;12427;134;30;15;8;0;141;12568
98201;A045364;GM0756;2020JJ00;12568;165;11;4;3;3;172;12740
98226;A045364;GM0757;2012JJ00;12729;114;46;4;8;57;205;12934
98243;A045364;GM0757;2013JJ00;12934;82;168;4;11;23;258;13192
98260;A045364;GM0757;2014JJ00;13192;71;23;48;24;0;22;13214
98277;A045364;GM0757;2015JJ00;13214;85;9;3;9;0;82;13296
98294;A045364;GM0757;2016JJ00;13296;27;11;6;19;-1;12;13308
98311;A045364;GM0757;2017JJ00;13308;37;60;2;70;0;25;13333
98328;A045364;GM0757;2018JJ00;13333;30;56;50;17;1;20;13353
98345;A045364;GM0757;2019JJ00;13353;50;11;7;6;0;48;13401
98362;A045364;GM0757;2020JJ00;13401;38;37;0;16;1;60;13461
98387;A045364;GM0758;2012JJ00;77017;733;615;81;47;615;1835;78852
98404;A045364;GM0758;2013JJ00;78852;1099;517;96;69;414;1865;80717
98421;A045364;GM0758;2014JJ00;80717;486;174;9;65;-12;574;81291
98438;A045364;GM0758;2015JJ00;81291;296;421;159;188;-12;358;81649
98455;A045364;GM0758;2016JJ00;81649;468;566;224;231;3;582;82231
98472;A045364;GM0758;2017JJ00;82231;964;362;29;285;10;1022;83253
98489;A045364;GM0758;2018JJ00;83253;521;307;108;192;12;540;83793
98506;A045364;GM0758;2019JJ00;83793;523;520;161;107;-1;774;84567
98523;A045364;GM0758;2020JJ00;84567;625;242;118;86;0;663;85230
98548;A045364;GM0501;2012JJ00;7157;195;66;17;22;99;321;7478
98565;A045364;GM0501;2013JJ00;7478;47;65;2;2;31;139;7617
98582;A045364;GM0501;2014JJ00;7617;29;33;1;0;0;61;7678
98599;A045364;GM0501;2015JJ00;7678;11;31;4;21;-12;5;7683
98616;A045364;GM0501;2016JJ00;7683;68;49;6;2;6;115;7798
98633;A045364;GM0501;2017JJ00;7798;104;14;1;3;6;120;7918
98650;A045364;GM0501;2018JJ00;7918;36;21;0;6;-6;45;7963
98667;A045364;GM0501;2019JJ00;7963;67;1;2;1;1;66;8029
98684;A045364;GM0501;2020JJ00;8029;76;3;2;2;6;81;8110
98709;A045364;GM1876;2012JJ00;15566;46;165;13;196;32;34;15600
98726;A045364;GM1876;2013JJ00;15600;15;495;25;88;0;397;15997
98743;A045364;GM1876;2014JJ00;15997;61;45;6;35;12;77;16074
98760;A045364;GM1876;2015JJ00;16074;35;57;10;44;5;43;16117
98777;A045364;GM1876;2016JJ00;16117;53;68;6;173;4;-54;16063
98794;A045364;GM1876;2017JJ00;16063;49;53;27;57;7;25;16088
98811;A045364;GM1876;2018JJ00;16088;59;46;11;31;1;64;16152
98828;A045364;GM1876;2019JJ00;16152;60;41;24;31;0;46;16198
98845;A045364;GM1876;2020JJ00;16198;76;44;72;32;-1;15;16213
98870;A045364;GM0213;2012JJ00;9039;41;11;19;5;13;41;9080
98887;A045364;GM0213;2013JJ00;9080;33;4;15;7;2;17;9097
98904;A045364;GM0213;2014JJ00;9097;39;122;10;0;2;153;9250
98921;A045364;GM0213;2015JJ00;9250;17;4;9;2;0;10;9260
98938;A045364;GM0213;2016JJ00;9260;14;7;29;3;0;-11;9249
98955;A045364;GM0213;2017JJ00;9249;44;12;24;3;1;30;9279
98972;A045364;GM0213;2018JJ00;9279;35;3;4;3;0;31;9310
98989;A045364;GM0213;2019JJ00;9310;91;5;57;1;0;38;9348
99006;A045364;GM0213;2020JJ00;9348;80;7;17;2;0;68;9416
99031;A045364;GM0899;2012JJ00;14255;76;107;6;66;-11;100;14355
99048;A045364;GM0899;2013JJ00;14355;19;388;0;217;10;200;14555
99065;A045364;GM0899;2014JJ00;14555;18;33;38;39;5;-21;14534
99082;A045364;GM0899;2015JJ00;14534;17;59;94;7;2;-23;14511
99099;A045364;GM0899;2016JJ00;14511;10;19;59;18;1;-47;14464
99116;A045364;GM0899;2017JJ00;14464;55;14;2;23;0;44;14508
99133;A045364;GM0899;2018JJ00;14508;32;17;63;15;0;-29;14479
99150;A045364;GM0899;2019JJ00;14479;23;14;14;9;0;14;14493
99167;A045364;GM0899;2020JJ00;14493;114;16;148;13;2;-29;14464
99192;A045364;GM0312;2012JJ00;5940;136;5;0;1;2;142;6082
99209;A045364;GM0312;2013JJ00;6082;18;6;2;1;-2;19;6101
99226;A045364;GM0312;2014JJ00;6101;96;14;0;4;0;106;6207
99243;A045364;GM0312;2015JJ00;6207;63;4;3;2;0;62;6269
99260;A045364;GM0312;2016JJ00;6269;74;3;2;2;0;73;6342
99277;A045364;GM0312;2017JJ00;6342;30;2;1;2;0;29;6371
99294;A045364;GM0312;2018JJ00;6371;6;4;2;0;0;8;6379
99311;A045364;GM0312;2019JJ00;6379;9;12;4;4;0;13;6392
99328;A045364;GM0312;2020JJ00;6392;83;27;13;5;0;92;6484
99353;A045364;GM0313;2012JJ00;7603;101;26;5;13;7;116;7719
99370;A045364;GM0313;2013JJ00;7719;43;109;8;4;8;148;7867
99387;A045364;GM0313;2014JJ00;7867;116;15;11;10;0;110;7977
99404;A045364;GM0313;2015JJ00;7977;110;7;2;5;0;110;8087
99421;A045364;GM0313;2016JJ00;8087;69;9;25;5;0;48;8135
99438;A045364;GM0313;2017JJ00;8135;135;20;35;4;0;116;8251
99455;A045364;GM0313;2018JJ00;8251;174;26;34;2;-1;163;8414
99472;A045364;GM0313;2019JJ00;8414;116;15;2;7;0;122;8536
99489;A045364;GM0313;2020JJ00;8536;107;22;5;110;0;14;8550
99514;A045364;GM0214;2012JJ00;10018;44;19;34;6;0;23;10041
99531;A045364;GM0214;2013JJ00;10041;185;19;40;54;45;155;10196
99548;A045364;GM0214;2014JJ00;10196;129;14;7;6;-3;127;10323
99565;A045364;GM0214;2015JJ00;10323;48;34;9;10;0;63;10386
99582;A045364;GM0214;2016JJ00;10386;93;15;22;12;-1;73;10459
99599;A045364;GM0214;2017JJ00;10459;79;9;9;8;-1;70;10529
99616;A045364;GM0214;2018JJ00;10529;73;10;4;5;1;75;10604
99633;A045364;GM0214;2019JJ00;10604;229;9;6;7;0;225;10829
99650;A045364;GM0214;2020JJ00;10829;103;16;7;5;-3;104;10933
99675;A045364;GM0381;2012JJ00;14902;7;304;1;88;0;222;15124
99692;A045364;GM0381;2013JJ00;15124;1;514;3;56;0;456;15580
99709;A045364;GM0381;2014JJ00;15580;3;81;1;35;0;48;15628
99726;A045364;GM0381;2015JJ00;15628;0;86;2;29;-2;53;15681
99743;A045364;GM0381;2016JJ00;;;;;;;;
99760;A045364;GM0381;2017JJ00;;;;;;;;
99777;A045364;GM0381;2018JJ00;;;;;;;;
99794;A045364;GM0381;2019JJ00;;;;;;;;
99811;A045364;GM0381;2020JJ00;;;;;;;;
99836;A045364;GM0502;2012JJ00;30308;57;4;1;6;78;132;30440
99853;A045364;GM0502;2013JJ00;30440;153;135;2;3;4;287;30727
99870;A045364;GM0502;2014JJ00;30727;2;8;5;4;0;1;30728
99887;A045364;GM0502;2015JJ00;30728;3;4;3;6;1;-1;30727
99904;A045364;GM0502;2016JJ00;30727;7;13;1;2;1;18;30745
99921;A045364;GM0502;2017JJ00;30745;3;4;3;1;0;3;30748
99938;A045364;GM0502;2018JJ00;30748;78;46;1;18;0;105;30853
99955;A045364;GM0502;2019JJ00;30853;88;336;4;3;0;417;31270
99972;A045364;GM0502;2020JJ00;31270;169;123;1;5;0;286;31556
99997;A045364;GM0383;2012JJ00;14939;106;222;4;136;1;189;15128
100014;A045364;GM0383;2013JJ00;15128;26;44;2;45;0;23;15151
100031;A045364;GM0383;2014JJ00;15151;135;58;5;22;-1;165;15317
100048;A045364;GM0383;2015JJ00;15317;137;38;14;20;1;142;15459
100065;A045364;GM0383;2016JJ00;15459;219;41;6;48;1;207;15666
100082;A045364;GM0383;2017JJ00;15666;146;23;2;20;1;148;15814
100099;A045364;GM0383;2018JJ00;15814;131;41;3;11;1;159;15973
100116;A045364;GM0383;2019JJ00;15973;89;11;8;10;1;83;16056
100133;A045364;GM0383;2020JJ00;16056;161;25;5;6;0;175;16231
100158;A045364;GM0109;2012JJ00;16846;68;37;11;1734;31;-1609;15237
100175;A045364;GM0109;2013JJ00;15237;20;186;98;20;5;93;15330
100192;A045364;GM0109;2014JJ00;15330;60;22;24;9;9;58;15388
100209;A045364;GM0109;2015JJ00;15388;31;20;19;79;1;-46;15342
100226;A045364;GM0109;2016JJ00;15342;28;16;95;11;3;-59;15283
100243;A045364;GM0109;2017JJ00;15283;156;70;50;7;26;195;15478
100260;A045364;GM0109;2018JJ00;15478;97;28;65;14;-3;43;15521
100277;A045364;GM0109;2019JJ00;15521;124;18;95;14;1;34;15555
100294;A045364;GM0109;2020JJ00;15555;18;15;3;6;1;25;15580
100319;A045364;GM1706;2012JJ00;8567;60;19;6;2;-8;63;8630
100336;A045364;GM1706;2013JJ00;8630;61;38;8;6;0;85;8715
100353;A045364;GM1706;2014JJ00;8715;47;7;6;6;-1;41;8756
100370;A045364;GM1706;2015JJ00;8756;21;18;10;4;0;25;8781
100387;A045364;GM1706;2016JJ00;8781;53;22;6;9;0;60;8841
100404;A045364;GM1706;2017JJ00;8841;27;28;1;7;-1;46;8887
100421;A045364;GM1706;2018JJ00;8887;68;26;8;12;1;75;8962
100438;A045364;GM1706;2019JJ00;8962;38;15;6;4;2;45;9007
100455;A045364;GM1706;2020JJ00;9007;37;12;8;4;0;37;9044
100480;A045364;GM0611;2012JJ00;5560;12;21;84;3;0;-54;5506
100497;A045364;GM0611;2013JJ00;5506;34;3;1;0;15;51;5557
100514;A045364;GM0611;2014JJ00;5557;62;27;7;12;0;70;5627
100531;A045364;GM0611;2015JJ00;5627;2;2;4;5;0;-5;5622
100548;A045364;GM0611;2016JJ00;5622;4;7;6;2;0;3;5625
100565;A045364;GM0611;2017JJ00;5625;9;6;3;2;0;10;5635
100582;A045364;GM0611;2018JJ00;5635;83;4;4;4;0;79;5714
100599;A045364;GM0611;2019JJ00;;;;;;;;
100616;A045364;GM0611;2020JJ00;;;;;;;;
100641;A045364;GM1684;2012JJ00;10326;153;21;10;26;33;171;10497
100658;A045364;GM1684;2013JJ00;10497;52;12;11;72;-2;-21;10476
100675;A045364;GM1684;2014JJ00;10476;37;7;0;7;0;37;10513
100692;A045364;GM1684;2015JJ00;10513;266;14;2;6;2;274;10787
100709;A045364;GM1684;2016JJ00;10787;39;17;90;24;-2;-60;10727
100726;A045364;GM1684;2017JJ00;10727;217;8;13;5;4;211;10938
100743;A045364;GM1684;2018JJ00;10938;44;121;2;7;0;156;11094
100760;A045364;GM1684;2019JJ00;11094;182;31;98;16;0;99;11193
100777;A045364;GM1684;2020JJ00;11193;131;26;3;11;-1;142;11335
100802;A045364;GM0216;2012JJ00;11348;117;19;1;3;118;250;11598
100819;A045364;GM0216;2013JJ00;11598;93;15;80;7;11;32;11630
100836;A045364;GM0216;2014JJ00;11630;2;11;105;9;0;-101;11529
100853;A045364;GM0216;2015JJ00;11529;365;102;110;23;-1;333;11862
100870;A045364;GM0216;2016JJ00;11862;147;23;4;2;-2;162;12024
100887;A045364;GM0216;2017JJ00;12024;202;14;61;3;1;153;12177
100904;A045364;GM0216;2018JJ00;12177;213;7;6;1;0;213;12390
100921;A045364;GM0216;2019JJ00;12390;144;34;28;12;2;140;12530
100938;A045364;GM0216;2020JJ00;12530;179;30;1;9;0;199;12729
100963;A045364;GM0148;2012JJ00;10869;160;8;13;5;3;153;11022
100980;A045364;GM0148;2013JJ00;11022;102;45;18;17;0;112;11134
100997;A045364;GM0148;2014JJ00;11134;81;69;14;33;1;104;11238
101014;A045364;GM0148;2015JJ00;11238;152;42;11;30;0;153;11391
101031;A045364;GM0148;2016JJ00;11391;65;27;14;25;0;53;11444
101048;A045364;GM0148;2017JJ00;11444;74;33;17;23;0;67;11511
101065;A045364;GM0148;2018JJ00;11511;187;54;12;13;-5;211;11722
101082;A045364;GM0148;2019JJ00;11722;182;15;14;16;0;167;11889
101099;A045364;GM0148;2020JJ00;11889;181;12;24;3;1;167;12056
101124;A045364;GM1891;2012JJ00;7858;20;8;11;9;1;9;7867
101141;A045364;GM1891;2013JJ00;7867;28;164;6;14;0;172;8039
101158;A045364;GM1891;2014JJ00;8039;3;43;3;34;-2;7;8046
101175;A045364;GM1891;2015JJ00;8046;25;15;1;18;-2;19;8065
101192;A045364;GM1891;2016JJ00;8065;6;24;1;10;0;19;8084
101209;A045364;GM1891;2017JJ00;8084;63;6;4;5;0;60;8144
101226;A045364;GM1891;2018JJ00;8144;62;5;44;20;0;3;8147
101243;A045364;GM1891;2019JJ00;8147;59;8;36;15;1;17;8164
101260;A045364;GM1891;2020JJ00;8164;48;6;12;4;0;38;8202
101285;A045364;GM0503;2012JJ00;48035;250;55;12;52;53;294;48329
101302;A045364;GM0503;2013JJ00;48329;71;128;66;44;20;109;48438
101319;A045364;GM0503;2014JJ00;48438;654;167;3;58;1;761;49199
101336;A045364;GM0503;2015JJ00;49199;267;224;5;60;2;428;49627
101353;A045364;GM0503;2016JJ00;49627;250;148;165;23;1;211;49838
101370;A045364;GM0503;2017JJ00;49838;765;1136;224;1663;3;17;49855
101387;A045364;GM0503;2018JJ00;49855;336;573;1;155;2;755;50610
101404;A045364;GM0503;2019JJ00;50610;226;264;86;111;1;294;50904
101421;A045364;GM0503;2020JJ00;50904;333;339;35;45;-1;591;51495
101446;A045364;GM0010;2012JJ00;11982;25;47;8;13;-6;45;12027
101463;A045364;GM0010;2013JJ00;12027;12;311;29;99;7;202;12229
101480;A045364;GM0010;2014JJ00;12229;0;25;7;15;0;3;12232
101497;A045364;GM0010;2015JJ00;12232;30;24;3;10;0;41;12273
101514;A045364;GM0010;2016JJ00;12273;5;13;47;7;0;-36;12237
101531;A045364;GM0010;2017JJ00;12237;19;15;32;8;10;4;12241
101548;A045364;GM0010;2018JJ00;12241;2;34;7;82;-6;-59;12182
101565;A045364;GM0010;2019JJ00;12182;37;16;9;3;0;41;12223
101582;A045364;GM0010;2020JJ00;12223;41;22;6;3;1;55;12278
101607;A045364;GM0762;2012JJ00;12829;71;65;12;5;46;165;12994
101624;A045364;GM0762;2013JJ00;12994;60;160;20;7;11;204;13198
101641;A045364;GM0762;2014JJ00;13198;138;42;15;17;-2;146;13344
101658;A045364;GM0762;2015JJ00;13344;71;45;12;13;-2;89;13433
101675;A045364;GM0762;2016JJ00;13433;93;36;9;32;2;90;13523
101692;A045364;GM0762;2017JJ00;13523;137;15;10;28;7;121;13644
101709;A045364;GM0762;2018JJ00;13644;218;43;15;4;1;243;13887
101726;A045364;GM0762;2019JJ00;13887;73;13;14;5;1;68;13955
101743;A045364;GM0762;2020JJ00;13955;76;42;15;8;2;97;14052
101768;A045364;GM0150;2012JJ00;42269;28;22;235;14;22;-177;42092
101785;A045364;GM0150;2013JJ00;42092;130;86;147;15;57;111;42203
101802;A045364;GM0150;2014JJ00;42203;381;557;258;19;-6;655;42858
101819;A045364;GM0150;2015JJ00;42858;797;95;63;27;-17;785;43643
101836;A045364;GM0150;2016JJ00;43643;455;720;131;33;-1;1010;44653
101853;A045364;GM0150;2017JJ00;44653;118;144;35;152;-21;54;44707
101870;A045364;GM0150;2018JJ00;44707;375;262;7;36;12;606;45313
101887;A045364;GM0150;2019JJ00;45313;501;220;16;18;-12;675;45988
101904;A045364;GM0150;2020JJ00;45988;153;103;7;25;12;236;46224
101929;A045364;GM0384;2012JJ00;11843;72;6;0;30;0;48;11891
101946;A045364;GM0384;2013JJ00;11891;118;693;2;43;0;766;12657
101963;A045364;GM0384;2014JJ00;12657;41;439;2;4;1;475;13132
101980;A045364;GM0384;2015JJ00;13132;84;3;0;3;0;84;13216
101997;A045364;GM0384;2016JJ00;13216;165;4;1;613;-1;-446;12770
102014;A045364;GM0384;2017JJ00;12770;338;32;1;3;0;366;13136
102031;A045364;GM0384;2018JJ00;13136;638;31;1;1;0;667;13803
102048;A045364;GM0384;2019JJ00;13803;1218;4;3;6;-1;1212;15015
102065;A045364;GM0384;2020JJ00;15015;451;15;6;8;0;452;15467
102090;A045364;GM1774;2012JJ00;10105;97;33;25;17;22;110;10215
102107;A045364;GM1774;2013JJ00;10215;39;249;20;42;4;230;10445
102124;A045364;GM1774;2014JJ00;10445;33;41;17;41;0;16;10461
102141;A045364;GM1774;2015JJ00;10461;47;57;13;24;0;67;10528
102158;A045364;GM1774;2016JJ00;10528;116;66;11;39;1;133;10661
102175;A045364;GM1774;2017JJ00;10661;107;41;10;27;2;113;10774
102192;A045364;GM1774;2018JJ00;10774;121;50;18;27;0;126;10900
102209;A045364;GM1774;2019JJ00;10900;50;34;17;28;0;39;10939
102226;A045364;GM1774;2020JJ00;10939;80;65;22;15;0;108;11047
102251;A045364;GM0504;2012JJ00;3345;28;17;4;0;64;105;3450
102268;A045364;GM0504;2013JJ00;;;;;;;;
102285;A045364;GM0504;2014JJ00;;;;;;;;
102302;A045364;GM0504;2015JJ00;;;;;;;;
102319;A045364;GM0504;2016JJ00;;;;;;;;
102336;A045364;GM0504;2017JJ00;;;;;;;;
